party_primary,primary_date,state,district,first_name,last_name,middle_name,suffix,race,gender,result,opponent(s),incumbent,notes,party (if top-two system),race source if not Ballotpedia profile
REPUBLICAN,7/14/2020,ME,2,ADRIENNE,BENNETT,,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,7/14/2020,ME,2,ERIC,BRAKEY,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,7/14/2020,ME,2,DALE,CRAFTS,,,WHITE,MAN,WON,YES,NO,,,
DEMOCRATIC,8/4/2020,AZ,1,TOM,O'HALLERAN,,,WHITE,MAN,WON,YES,YES,,,
DEMOCRATIC,8/4/2020,AZ,1,EVA,PUTZOVA,,,WHITE,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,8/4/2020,AZ,2,ANN,KIRKPATRICK,,,WHITE,WOMAN,WON,YES,YES,,,
DEMOCRATIC,8/4/2020,AZ,2,PETER,QUILTER,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/4/2020,AZ,3,RAUL,GRIJALVA,,,HISPANIC,MAN,WON,NO,YES,,,
DEMOCRATIC,8/4/2020,AZ,4,DELINA,DISANTO,,,WHITE,WOMAN,WON,YES,NO,,,
DEMOCRATIC,8/4/2020,AZ,4,STUART,STARKY,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/4/2020,AZ,5,JAVIER,RAMOS,GARCIA,,HISPANIC,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/4/2020,AZ,5,JOAN,GREENE,,,WHITE,WOMAN,WON,YES,NO,,,
DEMOCRATIC,8/4/2020,AZ,5,JONATHAN,IRELAND,,,WHITE,MAN,LOST,YES,NO,,,https://x.com/jonazdistrict5
DEMOCRATIC,8/4/2020,AZ,6,KARL,GENTLES,,,BLACK,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/4/2020,AZ,6,ANITA,MALIK,,,ASIAN,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,8/4/2020,AZ,6,STEPHANIE,RIMMER,,,WHITE,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,8/4/2020,AZ,6,HIRAL,TIPIRNENI,,,ASIAN,WOMAN,WON,YES,NO,,,
DEMOCRATIC,8/4/2020,AZ,7,RUBEN,GALLEGO,,,HISPANIC,MAN,WON,NO,YES,,,
DEMOCRATIC,8/4/2020,AZ,8,MICHAEL,MUSCATO,,,WHITE,MAN,WON,YES,NO,,,
DEMOCRATIC,8/4/2020,AZ,8,BOB,MUSSELWHITE,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/4/2020,AZ,8,BOB,OLSEN,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/4/2020,AZ,8,KYLE,MARTIN,,,NOT_FOUND,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/4/2020,AZ,9,GREG,STANTON,,,WHITE,MAN,WON,NO,YES,,,
REPUBLICAN,8/4/2020,AZ,1,NOLAN,REIDHEAD,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,AZ,1,TIFFANY,SHEDD,,,WHITE,WOMAN,WON,YES,NO,,,
REPUBLICAN,8/4/2020,AZ,2,BRANDON,MARTIN,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,8/4/2020,AZ,2,JOSEPH,MORGAN,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,AZ,2,NORAN,RUDEN,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,AZ,2,JORDAN,FLAYER,,,WHITE,MAN,LOST,YES,NO,,,https://apps.arizona.vote/electioninfo/election/4
REPUBLICAN,8/4/2020,AZ,3,DANIEL,WOOD,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,8/4/2020,AZ,3,RICHARD,JOLLEY,,,WHITE,MAN,LOST,YES,NO,,,https://x.com/richardjolley17
REPUBLICAN,8/4/2020,AZ,4,PAUL,GOSAR,,,WHITE,MAN,WON,YES,YES,,,
REPUBLICAN,8/4/2020,AZ,4,ANNE,WARD,MARIE,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,AZ,5,ANDY,BIGGS,,,WHITE,MAN,WON,YES,YES,,,
REPUBLICAN,8/4/2020,AZ,5,JOE,VESS,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,AZ,6,DAVID,SCHWEIKERT,,,WHITE,MAN,WON,NO,YES,,,
REPUBLICAN,8/4/2020,AZ,7,JOSH,BARNETT,,,WHITE,MAN,WON,NO,NO,,,
REPUBLICAN,8/4/2020,AZ,8,DEBBIE,LESKO,,,WHITE,WOMAN,WON,NO,YES,,,
REPUBLICAN,8/4/2020,AZ,9,DAVE,GILES,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,8/4/2020,AZ,9,SAM,HUANG,,,ASIAN,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,AZ,9,NICHOLAS,TUTORA,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/4/2020,KS,1,KALI,BARNETT,,,WHITE,WOMAN,WON,YES,NO,,,
DEMOCRATIC,8/4/2020,KS,1,CHRISTY,DAVIS,,,NOT_FOUND,NOT_FOUND,LOST,YES,NO,,,
DEMOCRATIC,8/4/2020,KS,2,MICHELLE,DE LA ISLA,,,HISPANIC,WOMAN,WON,YES,NO,,,
DEMOCRATIC,8/4/2020,KS,2,JAMES,WINDHOLZ,,,NOT_FOUND,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/4/2020,KS,3,SHARICE,DAVIDS,,,OTHER,WOMAN,WON,NO,YES,NATIVE AMERICAN,,
DEMOCRATIC,8/4/2020,KS,4,LAURA,LOMBARD,,,WHITE,WOMAN,WON,NO,NO,,,
REPUBLICAN,8/4/2020,KS,1,BILL,CLIFFORD,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,KS,1,TRACEY,MANN,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,8/4/2020,KS,1,JERRY,MOLSTAD,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,KS,1,MICHAEL,SOETAERT,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,KS,2,STEVE,WATKINS,,,WHITE,MAN,LOST,YES,YES,,,
REPUBLICAN,8/4/2020,KS,2,JACOB,LATURNER,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,8/4/2020,KS,2,DENNIS,TAYLOR,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,KS,3,AMANDA,ADKINS,,,WHITE,WOMAN,WON,YES,NO,,,
REPUBLICAN,8/4/2020,KS,3,MIKE,BEEHLER,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,KS,3,TOM,LOVE,,,WHITE,MAN,LOST,YES,NO,,,https://www.ksnt.com/elections/tom-love-republican-for-u-s-house-kansas-district-3/
REPUBLICAN,8/4/2020,KS,3,ADRIENNE,FOSTER,VALLEJO,,HISPANIC,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,KS,3,SARA,WEIR,HART,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,KS,4,RON,ESTES,,,WHITE,MAN,WON,NO,YES,,,
DEMOCRATIC,8/4/2020,MI,1,DANA,FERGUSON,ALAN,,WHITE,MAN,WON,YES,NO,,,
DEMOCRATIC,8/4/2020,MI,1,LINDA,O'DELL,,,WHITE,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,8/4/2020,MI,2,BRYAN,BERGHOEF,,,WHITE,MAN,WON,NO,NO,,,
DEMOCRATIC,8/4/2020,MI,3,HILLARY,SCHOLTEN,,,WHITE,WOMAN,WON,NO,NO,,,
DEMOCRATIC,8/4/2020,MI,4,ANTHONY,FEIG,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/4/2020,MI,4,JERRY,HILLIARD,,,WHITE,MAN,WON,YES,NO,,,
DEMOCRATIC,8/4/2020,MI,5,DAN,KILDEE,,,WHITE,MAN,WON,NO,YES,,,
DEMOCRATIC,8/4/2020,MI,6,JON,HOADLEY,,,WHITE,MAN,WON,YES,NO,,,
DEMOCRATIC,8/4/2020,MI,6,JEN,RICHARDSON,,,WHITE,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,8/4/2020,MI,7,GRETCHEN,DRISKELL,,,WHITE,WOMAN,WON,NO,NO,,,
DEMOCRATIC,8/4/2020,MI,8,ELISSA,SLOTKIN,,,WHITE,WOMAN,WON,NO,YES,,,
DEMOCRATIC,8/4/2020,MI,9,ANDY,LEVIN,,,WHITE,MAN,WON,NO,YES,,,
DEMOCRATIC,8/4/2020,MI,10,KIMBERLY,BIZON,,,WHITE,WOMAN,WON,YES,NO,,,
DEMOCRATIC,8/4/2020,MI,10,KELLY,NOLAND,,,WHITE,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,8/4/2020,MI,11,HALEY,STEVENS,,,WHITE,WOMAN,WON,NO,YES,,,
DEMOCRATIC,8/4/2020,MI,12,DEBBIE,DINGELL,,,WHITE,WOMAN,WON,YES,YES,,,
DEMOCRATIC,8/4/2020,MI,12,SOLOMON,RAJPUT,,,ASIAN,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/4/2020,MI,13,RASHIDA,TLAIB,,,ASIAN,WOMAN,WON,YES,YES,,,
DEMOCRATIC,8/4/2020,MI,13,BRENDA,JONES,,,BLACK,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,8/4/2020,MI,14,BRENDA,LAWRENCE,,,BLACK,WOMAN,WON,YES,YES,,,
DEMOCRATIC,8/4/2020,MI,14,TERRANCE,MORRISON,,,BLACK,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MI,1,JACK,BERGMAN,,,WHITE,MAN,WON,NO,YES,,,
REPUBLICAN,8/4/2020,MI,2,BILL,HUIZENGA,,,WHITE,MAN,WON,NO,YES,,,
REPUBLICAN,8/4/2020,MI,3,LYNN,AFENDOULIS,,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MI,3,JOE,FARRINGTON,,,WHITE,MAN,LOST,YES,NO,,,https://www.wzzm13.com/article/news/politics/michigan-politics/republicans-in-3rd-congressional-district-race-to-debate-monday/69-8d2286a9-cf82-4b48-95c0-eb059d0e023f
REPUBLICAN,8/4/2020,MI,3,PETER,MEIJER,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,8/4/2020,MI,3,TOM,NORTON,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MI,3,EMILY,RAFI,,,ASIAN,WOMAN,LOST,YES,NO,,,https://wilkowmajority.com/show-guests/emily-rafi/
REPUBLICAN,8/4/2020,MI,4,JOHN,MOOLENAAR,,,WHITE,MAN,WON,NO,YES,,,
REPUBLICAN,8/4/2020,MI,5,TIM,KELLY,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,8/4/2020,MI,5,EARL,LACKIE,,,WHITE,MAN,LOST,YES,NO,,,https://www.facebook.com/people/Earl-Lackie-for-Congress/100057623546535/
REPUBLICAN,8/4/2020,MI,6,FRED,UPTON,,,WHITE,MAN,WON,YES,YES,,,
REPUBLICAN,8/4/2020,MI,6,ELENA,OELKE,,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MI,7,TIM,WALBERG,,,WHITE,MAN,WON,NO,YES,,,
REPUBLICAN,8/4/2020,MI,8,MIKE,DETMER,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MI,8,ALAN,HOOVER,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MI,8,PAUL,JUNGE,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,8/4/2020,MI,8,KRISTINA,LYKE,,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MI,9,GABI,GROSSBARD,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MI,9,CHARLES,LANGWORTHY,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,8/4/2020,MI,10,SHANE,HERNANDEZ,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MI,10,LISA,MCCLAIN,,,WHITE,WOMAN,WON,YES,NO,,,
REPUBLICAN,8/4/2020,MI,10,DOUG,SLOCUM,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MI,11,FRANK,ACOSTA,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MI,11,KERRY,BENTIVOLIO,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MI,11,CARMELITA,GRECO,,,HISPANIC,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MI,11,ERIC,ESSHAKI,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,8/4/2020,MI,11,WHITTNEY,WILLIAMS,,,ASIAN,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MI,11,ERIC,SANDBERG,,,NOT_FOUND,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MI,12,JEFF,JONES,,,WHITE,MAN,WON,NO,NO,,,
REPUBLICAN,8/4/2020,MI,13,DAVID,DUDENHOEFER,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,8/4/2020,MI,13,ALFRED,LEMMO,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MI,13,LINDA,SAWYER,,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MI,14,DARYLE,HOUSTON,,,BLACK,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MI,14,ROBERT,PATRICK,VANCE,,WHITE,MAN,WON,YES,NO,,,
DEMOCRATIC,8/4/2020,MO,1,WILLIAM,CLAY,LACY,,BLACK,MAN,LOST,YES,YES,,,
DEMOCRATIC,8/4/2020,MO,1,KATHERINE,BRUCKNER,,,NOT_FOUND,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,8/4/2020,MO,1,CORI,BUSH,,,BLACK,WOMAN,WON,YES,NO,,,
DEMOCRATIC,8/4/2020,MO,2,JILL,SCHUPP,,,WHITE,WOMAN,WON,NO,NO,,,
DEMOCRATIC,8/4/2020,MO,3,DENNIS,OGLESBY,,,WHITE,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,8/4/2020,MO,3,MEGAN,REZABEK,,,WHITE,MAN,WON,YES,NO,,,
DEMOCRATIC,8/4/2020,MO,4,LINDSEY,SIMMONS,,,WHITE,WOMAN,WON,NO,NO,,,
DEMOCRATIC,8/4/2020,MO,5,EMANUEL,CLEAVER,,,BLACK,MAN,WON,YES,YES,,,
DEMOCRATIC,8/4/2020,MO,5,MAITE,SALAZAR,,,WHITE,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,8/4/2020,MO,6,RAMONA,FARRIS,,,WHITE,WOMAN,WITHDREW,YES,NO,,,
DEMOCRATIC,8/4/2020,MO,6,HENRY,MARTIN,,,BLACK,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/4/2020,MO,6,GENA,ROSS,,,BLACK,WOMAN,WON,YES,NO,,,
DEMOCRATIC,8/4/2020,MO,6,DONALD,SARTAIN,ROBERT,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/4/2020,MO,6,CHARLES,WEST,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,8/4/2020,MO,7,TERESA,MONTSENY,,,WHITE,WOMAN,WON,NO,NO,,,
DEMOCRATIC,8/4/2020,MO,8,KATHY,ELLIS,,,WHITE,WOMAN,WON,NO,NO,,,
REPUBLICAN,8/4/2020,MO,1,WINNIE,HEARTSTRONG,,,BLACK,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MO,1,ANTHONY,ROGERS,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,8/4/2020,MO,2,ANN,WAGNER,,,WHITE,WOMAN,WON,NO,YES,,,
REPUBLICAN,8/4/2020,MO,3,BLAINE,LUETKEMEYER,,,WHITE,MAN,WON,YES,YES,,,
REPUBLICAN,8/4/2020,MO,3,JEFFREY,NOWAK,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MO,3,LYNETTE,TRARES,,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MO,3,BRANDON,WILKINSON,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MO,3,ADELA,WISDOM,,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MO,4,VICKY,HARTZLER,,,WHITE,WOMAN,WON,YES,YES,,,
REPUBLICAN,8/4/2020,MO,4,NEAL,GIST,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MO,5,JERRY,BARHAM,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MO,5,CLAY,CHASTAIN,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MO,5,RYAN,DERKS,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,8/4/2020,MO,5,R,DERKS,H,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MO,5,RICHONDA,OAKS,,,NOT_FOUND,NOT_FOUND,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MO,5,WELDON,WOODWARD,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MO,6,SAM,GRAVES,,,WHITE,MAN,WON,YES,YES,,,
REPUBLICAN,8/4/2020,MO,6,CHRISTOPHER,RYAN,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MO,7,BILLY,LONG,,,WHITE,MAN,WON,YES,YES,,,
REPUBLICAN,8/4/2020,MO,7,STEVE,CHENTNIK,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MO,7,ERIC,HARLEMAN,,,WHITE,MAN,LOST,YES,NO,,,https://x.com/electharleman
REPUBLICAN,8/4/2020,MO,7,CAMILLE,LOMBARDI-OLIVE,,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MO,7,KEVIN,VANSTORY,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,8/4/2020,MO,8,JASON,SMITH,,,WHITE,MAN,WON,NO,YES,,,
TOP-TWO,8/4/2020,WA,1,SUZAN,DELBENE,,,WHITE,WOMAN,WON,YES,YES,,DEMOCRAT,
TOP-TWO,8/4/2020,WA,1,JEFFREY,BEELER,,,WHITE,MAN,WON,YES,NO,,REPUBLICAN,
TOP-TWO,8/4/2020,WA,1,DEREK,CHARTRAND,,,WHITE,MAN,LOST,YES,NO,,REPUBLICAN,
TOP-TWO,8/4/2020,WA,1,MATTHEW,HEINES,,,WHITE,MAN,LOST,YES,NO,,UNAFFILIATED,
TOP-TWO,8/4/2020,WA,1,ROBERT,MAIR,,,NOT_FOUND,MAN,LOST,YES,NO,,UNAFFILIATED,
TOP-TWO,8/4/2020,WA,1,STEVEN,SKELTON,,,WHITE,MAN,LOST,YES,NO,,LIBERTARIAN,https://www.facebook.com/oneseatforliberty/
TOP-TWO,8/4/2020,WA,1,JUSTIN,SMOAK,,,WHITE,MAN,LOST,YES,NO,,UNAFFILIATED,
TOP-TWO,8/4/2020,WA,2,RICK,LARSEN,,,WHITE,MAN,WON,YES,YES,,DEMOCRAT,
TOP-TWO,8/4/2020,WA,2,JASON,CALL,,,WHITE,MAN,LOST,YES,NO,,DEMOCRAT,
TOP-TWO,8/4/2020,WA,2,JAMES,GOLDER,,,NOT_FOUND,MAN,LOST,YES,NO,,REPUBLICAN,
TOP-TWO,8/4/2020,WA,2,CODY,HART,,,WHITE,MAN,LOST,YES,NO,,REPUBLICAN,
TOP-TWO,8/4/2020,WA,2,TIMOTHY,HAZELO,,,WHITE,MAN,WON,YES,NO,,REPUBLICAN,
TOP-TWO,8/4/2020,WA,2,KARI,ILONUMMI,,,NOT_FOUND,NOT_FOUND,LOST,YES,NO,,REPUBLICAN,
TOP-TWO,8/4/2020,WA,2,CARRIE,KENNEDY,,,WHITE,WOMAN,LOST,YES,NO,,REPUBLICAN,
TOP-TWO,8/4/2020,WA,2,TIM,UY,,,ASIAN,MAN,LOST,YES,NO,,REPUBLICAN,
TOP-TWO,8/4/2020,WA,3,JAIME,BEUTLER,HERRERA,,HISPANIC,WOMAN,WON,YES,YES,,REPUBLICAN,
TOP-TWO,8/4/2020,WA,3,DEVIN,GRAY,,,NOT_FOUND,NOT_FOUND,LOST,YES,NO,,DEMOCRAT,
TOP-TWO,8/4/2020,WA,3,MARTIN,HASH,,,WHITE,MAN,LOST,YES,NO,,UNAFFILIATED,
TOP-TWO,8/4/2020,WA,3,CAROLYN,LONG,,,WHITE,WOMAN,WON,YES,NO,,DEMOCRAT,
TOP-TWO,8/4/2020,WA,3,DAVY,RAY,,,WHITE,MAN,LOST,YES,NO,,DEMOCRAT,
TOP-TWO,8/4/2020,WA,4,DAN,NEWHOUSE,,,WHITE,MAN,WON,YES,YES,,REPUBLICAN,
TOP-TWO,8/4/2020,WA,4,RYAN,COOPER,,,NOT_FOUND,NOT_FOUND,LOST,YES,NO,,LIBERTARIAN,
TOP-TWO,8/4/2020,WA,4,EVAN,JONES,,,WHITE,MAN,LOST,YES,NO,,INDEPENDENT,
TOP-TWO,8/4/2020,WA,4,DOUG,MCKINLEY,,,WHITE,MAN,WON,YES,NO,,DEMOCRAT,
TOP-TWO,8/4/2020,WA,4,SARENA,SLOOT,,,WHITE,WOMAN,LOST,YES,NO,,REPUBLICAN,
TOP-TWO,8/4/2020,WA,4,TRACY,WRIGHT,,,WHITE,WOMAN,LOST,YES,NO,,REPUBLICAN,
TOP-TWO,8/4/2020,WA,5,CATHY,MCMORRIS,RODGERS,,WHITE,WOMAN,WON,YES,YES,,REPUBLICAN,
TOP-TWO,8/4/2020,WA,5,CHRISTOPHER,ARMITAGE,,,WHITE,MAN,LOST,YES,NO,,DEMOCRAT,
TOP-TWO,8/4/2020,WA,5,STEPHEN,MAJOR,,,WHITE,MAN,LOST,YES,NO,,REPUBLICAN,
TOP-TWO,8/4/2020,WA,5,BRENDAN,O'REGAN,,,NOT_FOUND,MAN,LOST,YES,NO,,INDEPENDENT,
TOP-TWO,8/4/2020,WA,5,DAVE,WILSON,,,WHITE,MAN,WON,YES,NO,,DEMOCRAT,
TOP-TWO,8/4/2020,WA,6,DEREK,KILMER,,,WHITE,MAN,WON,YES,YES,,DEMOCRAT,
TOP-TWO,8/4/2020,WA,6,JOHNY,ALBERG,,,WHITE,MAN,LOST,YES,NO,,REPUBLICAN,https://www.kitsapsun.com/story/news/2020/08/04/washington-primary-election-results-us-house-4th-congressional-district/5577858002/
TOP-TWO,8/4/2020,WA,6,STEPHAN,BRODHEAD,ANDREW,,WHITE,MAN,LOST,YES,NO,,REPUBLICAN,
TOP-TWO,8/4/2020,WA,6,ELIZABETH,KREISELMAIER,,,WHITE,WOMAN,WON,YES,NO,,REPUBLICAN,
TOP-TWO,8/4/2020,WA,6,REBECCA,PARSON,,,WHITE,WOMAN,LOST,YES,NO,,DEMOCRAT,
TOP-TWO,8/4/2020,WA,6,CHRIS,WELTON,,,WHITE,MAN,LOST,YES,NO,,REPUBLICAN,https://www.kitsapsun.com/story/news/2020/08/04/washington-primary-election-results-us-house-4th-congressional-district/5577858002/
TOP-TWO,8/4/2020,WA,7,PRAMILA,JAYAPAL,,,ASIAN,WOMAN,WON,YES,YES,,DEMOCRAT,
TOP-TWO,8/4/2020,WA,7,JACK,HUGHES-HAGEMAN,,,WHITE,MAN,LOST,YES,NO,,DEMOCRAT,
TOP-TWO,8/4/2020,WA,7,CRAIG,KELLER,,,WHITE,MAN,WON,YES,NO,,REPUBLICAN,
TOP-TWO,8/4/2020,WA,7,RICK,LEWIS,,,NOT_FOUND,MAN,LOST,YES,NO,,INDEPENDENT,
TOP-TWO,8/4/2020,WA,7,SCOTT,SUTHERLAND,,,NOT_FOUND,MAN,LOST,YES,NO,,REPUBLICAN,
TOP-TWO,8/4/2020,WA,8,KIM,SCHRIER,,,WHITE,WOMAN,WON,YES,YES,,DEMOCRAT,
TOP-TWO,8/4/2020,WA,8,KEITH,ARNOLD,,,BLACK,MAN,LOST,YES,NO,,DEMOCRAT,
TOP-TWO,8/4/2020,WA,8,COREY,BAILEY,,,WHITE,MAN,LOST,YES,NO,,INDEPENDENT,
TOP-TWO,8/4/2020,WA,8,RYAN,BURKETT,DEAN,,WHITE,MAN,LOST,YES,NO,,UNAFFILIATED,
TOP-TWO,8/4/2020,WA,8,JESSE,JENSEN,,,WHITE,MAN,WON,YES,NO,,REPUBLICAN,
TOP-TWO,8/4/2020,WA,8,JAMES,MITCHELL,,,WHITE,MAN,LOST,YES,NO,,DEMOCRAT,
TOP-TWO,8/4/2020,WA,8,DAVE,SAULIBIO,,,ASIAN,MAN,LOST,YES,NO,,TRUMP REPUBLICAN PARTY,
TOP-TWO,8/4/2020,WA,8,KEITH,SWANK,,,WHITE,MAN,LOST,YES,NO,,REPUBLICAN,
TOP-TWO,8/4/2020,WA,9,D,SMITH,ADAM,,WHITE,MAN,WON,YES,YES,,DEMOCRAT,
TOP-TWO,8/4/2020,WA,9,DOUGLAS,BASLER,MICHAEL,,WHITE,MAN,WON,YES,NO,,REPUBLICAN,
TOP-TWO,8/4/2020,WA,9,JORGE,BESADA,,,NOT_FOUND,MAN,LOST,YES,NO,,LIBERTARIAN,
TOP-TWO,8/4/2020,WA,9,JOSHUA,CAMPBELL,,,NOT_FOUND,MAN,LOST,YES,NO,,REPUBLICAN,
TOP-TWO,8/4/2020,WA,10,MARY,BACON,,,ASIAN,WOMAN,LOST,YES,NO,,DEMOCRAT,
TOP-TWO,8/4/2020,WA,10,RANDY,BELL,,,NOT_FOUND,MAN,LOST,YES,NO,,DEMOCRAT,
TOP-TWO,8/4/2020,WA,10,RICHARD,BOYCE,,,WHITE,MAN,LOST,YES,NO,,CONGRESS SUCKS PARTY,
TOP-TWO,8/4/2020,WA,10,TODD,BUCKLEY,,,BLACK,MAN,LOST,YES,NO,,INDEPENDENT,
TOP-TWO,8/4/2020,WA,10,JOSHUA,COLLINS,,,WHITE,MAN,LOST,YES,NO,,ESSENTIAL WORKERS PARTY,
TOP-TWO,8/4/2020,WA,10,BETH,DOGLIO,,,WHITE,WOMAN,WON,YES,NO,,DEMOCRAT,
TOP-TWO,8/4/2020,WA,10,PHIL,GARDNER,,,WHITE,MAN,LOST,YES,NO,,DEMOCRAT,
TOP-TWO,8/4/2020,WA,10,DON,HEWETT,,,WHITE,MAN,LOST,YES,NO,,REPUBLICAN,
TOP-TWO,8/4/2020,WA,10,RIAN,INGRIM,,,WHITE,MAN,LOST,YES,NO,,REPUBLICAN,
TOP-TWO,8/4/2020,WA,10,DEAN,JOHNSON,,,WHITE,MAN,LOST,YES,NO,,REPUBLICAN,
TOP-TWO,8/4/2020,WA,10,RALPH,JOHNSON,,,NOT_FOUND,MAN,LOST,YES,NO,,REPUBLICAN,
TOP-TWO,8/4/2020,WA,10,ERIC,LEMAY,,,WHITE,MAN,LOST,YES,NO,,DEMOCRAT,
TOP-TWO,8/4/2020,WA,10,JACKSON,MAYNARD,,,WHITE,MAN,LOST,YES,NO,,REPUBLICAN,
TOP-TWO,8/4/2020,WA,10,GORDON,PROSS,ALLEN,,NOT_FOUND,MAN,LOST,YES,NO,,REPUBLICAN,
