party_primary,primary_date,state,district,first_name,last_name,middle_name,suffix,race,gender,result,opponent(s),incumbent,notes,party (if top-two system),race source if not Ballotpedia profile
DEMOCRATIC,6/2/2020,ID,1,STANIELA,NIKOLOVA,,,WHITE,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,ID,1,RUDY,SOTO,,,OTHER,MAN,WON,YES,NO,NATIVE AMERICAN,,
DEMOCRATIC,6/2/2020,ID,2,AARON,SWISHER,,,WHITE,MAN,WON,NO,NO,,,
REPUBLICAN,6/2/2020,ID,1,RUSS,FULCHER,,,WHITE,MAN,WON,YES,YES,,,
REPUBLICAN,6/2/2020,ID,1,NICHOLAS,JONES,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,ID,2,MICHAEL,SIMPSON,K,,WHITE,MAN,WON,YES,YES,,,
REPUBLICAN,6/2/2020,ID,2,KEVIN,RHOADES,,,WHITE,MAN,LOST,YES,NO,,,https://www.ballotready.org/people/kevin-rhoades
DEMOCRATIC,6/2/2020,IN,1,MELISSA,BOROM,A,,BLACK,WOMAN,LOST,YES,NO,,,https://www.ballotready.org/people/melissa-a-borom
DEMOCRATIC,6/2/2020,IN,1,CARRIE,CASTRO,,,HISPANIC,WOMAN,LOST,YES,NO,,,https://www.nwitimes.com/carrie-castro/article_f317d25c-4890-5526-beec-b03be9cc2e61.html
DEMOCRATIC,6/2/2020,IN,1,SCOTT,COSTELLO,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,1,ANTONIO,DAGGETT,,SR,BLACK,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,1,RYAN,FARRAR,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,1,SABRINA,HAAKE,,,WHITE,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,1,JOHN,HALL,,,NOT_FOUND,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,1,JIM,HARPER,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,1,THOMAS,MCDERMOTT,,JR,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,1,WENDELL,MOSBY,,,BLACK,MAN,LOST,YES,NO,,,https://www.ballotready.org/people/wendell-mosby
DEMOCRATIC,6/2/2020,IN,1,FRANK,MRVAN,,,WHITE,MAN,WON,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,1,MARA,REARDON,CANDELARIA,,HISPANIC,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,1,JAYSON,REEVES,,,NOT_FOUND,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,1,ANDREW,SYLWESTROWICZ,,,NOT_FOUND,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,2,PAT,HACKETT,,,WHITE,WOMAN,WON,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,2,ELLEN,MARKS,,,WHITE,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,3,CHIP,COLDIRON,,,WHITE,MAN,WON,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,3,JEAN-PAUL,KALONJI,,,BLACK,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,3,CARLOS,MARCANO,,,HISPANIC,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,3,TOMMY,SCHRADER,,,WHITE,MAN,LOST,YES,NO,,,https://www.wane.com/news/local-news/former-fort-wayne-mayoral-candidate-tommy-schrader-to-serve-jail-time/
DEMOCRATIC,6/2/2020,IN,4,BENJAMIN,FREDERICK,,,NOT_FOUND,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,4,JOE,MACKEY,,,WHITE,MAN,WON,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,4,HOWARD,POLLCHIK,,,NOT_FOUND,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,4,VERONIKKA,ZIOL,,,WHITE,WOMAN,LOST,YES,NO,,,https://www.facebook.com/Ziol4IN4/
DEMOCRATIC,6/2/2020,IN,5,JENNIFER,CHRISTIE,,,WHITE,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,5,CHRISTINA,HALE,,,WHITE,WOMAN,WON,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,5,ANDY,JACOBS,,,WHITE,MAN,LOST,YES,NO,,,https://fox59.com/news/politics/in-focus-andy-jacobs-running-for-congress-in-5th-district/
DEMOCRATIC,6/2/2020,IN,5,RALPH,SPELBRING,,,WHITE,MAN,LOST,YES,NO,,,https://www.ralphspelbring.com/home/
DEMOCRATIC,6/2/2020,IN,5,DEE,THORNTON,,,BLACK,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,6,GEORGE,HOLLAND,THOMAS,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,6,JEANNINE,LAKE,LEE,,BLACK,WOMAN,WON,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,6,BARRY,WELSH,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,7,ANDRE,CARSON,,,BLACK,MAN,WON,YES,YES,,,
DEMOCRATIC,6/2/2020,IN,7,PIERRE,PULLINS,QUINCY,,BLACK,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,8,RON,DRAKE,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,8,THOMASINA,MARSILI,,,OTHER,WOMAN,WON,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,8,MIKE,WEBSTER,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,9,D,DORRIS,LIAM,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,9,BRANDON,HOOD,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,9,JAMES,O'GABHANN,,III,WHITE,MAN,LOST,YES,NO,,,https://www.heraldtimesonline.com/story/news/local/2020/03/12/la-candidate-says-its-easier-for-him-to-win-9th-district-than-a-hoosier/116001542/
DEMOCRATIC,6/2/2020,IN,9,MARK,POWELL,J,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,IN,9,ANDY,RUFF,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,6/2/2020,IN,1,DION,BERGERON,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IN,1,MONT,HANDLEY,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IN,1,SPENCER,LEMMONS,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IN,1,MARK,LEYVA,,,HISPANIC,MAN,WON,YES,NO,,,
REPUBLICAN,6/2/2020,IN,1,WILLIAM,POWERS,,,WHITE,MAN,LOST,YES,NO,,,https://www.facebook.com/Powers4Congress/
REPUBLICAN,6/2/2020,IN,1,DELANO,SCAIFE,,,BLACK,MAN,LOST,YES,NO,,,https://www.facebook.com/DelanoScaife4Indiana/
REPUBLICAN,6/2/2020,IN,2,JACKIE,WALORSKI,,,WHITE,WOMAN,WON,YES,YES,,,
REPUBLICAN,6/2/2020,IN,2,CHRISTOPHER,DAVIS,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IN,3,JIM,BANKS,,,WHITE,MAN,WON,YES,YES,,,
REPUBLICAN,6/2/2020,IN,3,CHRIS,MAGIERA,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IN,4,JIM,BAIRD,,,WHITE,MAN,WON,NO,YES,,,
REPUBLICAN,6/2/2020,IN,5,KENT,ABERNATHY,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IN,5,ANDREW,BALES,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IN,5,MICAH,BECKWITH,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IN,5,CARL,BRIZZI,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IN,5,ALLEN,DAVIDSON,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IN,5,CHUCK,DIETZEN,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IN,5,BETH,HENDERSON,,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IN,5,MATTHEW,HOOK,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IN,5,MATTHEW,HULLINGER,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IN,5,KELLY,MITCHELL,,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IN,5,DANNY,NIEDERBERGER,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IN,5,MARK,SMALL,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IN,5,VICTORIA,SPARTZ,,,WHITE,WOMAN,WON,YES,NO,,,
REPUBLICAN,6/2/2020,IN,5,RUSSELL,STWALLEY,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IN,5,VICTOR,WAKLEY,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IN,6,GREG,PENCE,,,WHITE,MAN,WON,YES,YES,,,
REPUBLICAN,6/2/2020,IN,6,MIKE,CAMPBELL,,,NOT_FOUND,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IN,7,JON,DAVIS,,,NOT_FOUND,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IN,7,DOUGLAS,MERRILL,,,NOT_FOUND,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IN,7,JD,MINIEAR,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IN,7,MARTIN,RAMEY,,,NOT_FOUND,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IN,7,SUSAN,SMITH,MARIE,,WHITE,WOMAN,WON,YES,NO,,,
REPUBLICAN,6/2/2020,IN,7,GERALD,WALTERS,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IN,8,LARRY,BUCSHON,,,WHITE,MAN,WON,NO,YES,,,
REPUBLICAN,6/2/2020,IN,9,TREY,HOLLINGSWORTH,,,WHITE,MAN,WON,NO,YES,,,
DEMOCRATIC,6/2/2020,IA,1,ABBY,FINKENAUER,,,WHITE,WOMAN,WON,NO,YES,,,
DEMOCRATIC,6/2/2020,IA,2,RITA,HART,,,WHITE,WOMAN,WON,NO,NO,,,
DEMOCRATIC,6/2/2020,IA,3,CINDY,AXNE,,,WHITE,WOMAN,WON,NO,YES,,,
DEMOCRATIC,6/2/2020,IA,4,JD,SCHOLTEN,,,WHITE,MAN,WON,NO,NO,,,
REPUBLICAN,6/2/2020,IA,1,THOMAS,HANSEN,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IA,1,ASHLEY,HINSON,,,WHITE,WOMAN,WON,YES,NO,,,
REPUBLICAN,6/2/2020,IA,2,TIM,BORCHARDT,,,WHITE,MAN,LOST,YES,NO,,,https://dailyiowan.com/2023/10/08/candidate-tim-borchardt-hopes-to-bring-new-viewpoints-to-iowa-city-city-council/
REPUBLICAN,6/2/2020,IA,2,STEVEN,EVERLY,,,WHITE,MAN,LOST,YES,NO,,,https://cbs2iowa.com/news/beyond-the-podium/profile-steven-everly
REPUBLICAN,6/2/2020,IA,2,MARIANNETTE,MILLER-MEEKS,,,WHITE,WOMAN,WON,YES,NO,,,
REPUBLICAN,6/2/2020,IA,2,RICKY,PHILLIPS,LEE,,WHITE,MAN,LOST,YES,NO,,,https://www.desmoinesregister.com/story/news/politics/2020/04/13/2nd-district-republican-calls-islam-muslim-religious-status-revoked-constitution/2985988001/
REPUBLICAN,6/2/2020,IA,2,ROBERT,SCHILLING,T,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IA,3,BILL,SCHAFER,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IA,3,DAVID,YOUNG,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,6/2/2020,IA,4,STEVE,KING,,,WHITE,MAN,LOST,YES,YES,,,
REPUBLICAN,6/2/2020,IA,4,RANDY,FEENSTRA,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,6/2/2020,IA,4,STEVE,REEDER,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IA,4,BRET,RICHARDS,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,IA,4,JEREMY,TAYLOR,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,1,ALLISON,GALBRAITH,,,WHITE,WOMAN,WITHDREW,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,1,MIA,MASON,,,WHITE,WOMAN,WON,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,1,JENNIFER,PINGLEY,,,WHITE,WOMAN,LOST,YES,NO,,,https://www.myeasternshoremd.com/kent_county_news/news/pingley-we-want-your-vote-not-your-money/article_cab95be9-c62c-5ee5-ae49-af7d16c95a76.html
DEMOCRATIC,6/2/2020,MD,2,DUTCH,RUPPERSBERGER,,,WHITE,MAN,WON,YES,YES,,,
DEMOCRATIC,6/2/2020,MD,2,MICHAEL,FELDMAN,,,NOT_FOUND,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,2,JAKE,PRETOT,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,3,JOHN,SARBANES,,,WHITE,MAN,WON,YES,YES,,,
DEMOCRATIC,6/2/2020,MD,3,JOSEPH,ARDITO,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,3,JOHN,REA,,,WHITE,MAN,LOST,YES,NO,,,https://www.youtube.com/watch?v=bBtU8Mvgbbk
DEMOCRATIC,6/2/2020,MD,4,ANTHONY,BROWN,G,,BLACK,MAN,WON,YES,YES,,,
DEMOCRATIC,6/2/2020,MD,4,SHEILA,BRYANT,,,BLACK,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,4,KIM,SHELTON,,,BLACK,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,5,STENY,HOYER,,,WHITE,MAN,WON,YES,YES,,,
DEMOCRATIC,6/2/2020,MD,5,WILLIAM,DEVINE,,III,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,5,VANESSA,HOFFMAN,MARIE,,NOT_FOUND,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,5,BRIANA,URBINA,,,BLACK,WOMAN,WITHDREW,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,5,MCKAYLA,WILKES,,,BLACK,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,6,DAVID,TRONE,,,WHITE,MAN,WON,YES,YES,,,
DEMOCRATIC,6/2/2020,MD,6,MAXWELL,BERO,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,7,KWEISI,MFUME,,,BLACK,MAN,WON,YES,YES,,,
DEMOCRATIC,6/2/2020,MD,7,T,BAKER,DAN,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,7,ALICIA,BROWN,,,NOT_FOUND,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,7,JILL,CARTER,,,BLACK,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,7,MATKO,CHULLIN,LEE,III,NOT_FOUND,NOT_FOUND,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,7,JERMYN,DAVIDSON,MICHAEL,,NOT_FOUND,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,7,DARRYL,GONZALEZ,,,NOT_FOUND,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,7,MARK,GOSNELL,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,7,DAN,HIEGEL,,,NOT_FOUND,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,7,MICHAEL,HOWARD,,JR,NOT_FOUND,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,7,JAY,JALISI,,,ASIAN,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,7,ADRIAN,PETRUS,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,7,SAAFIR,RABB,,,BLACK,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,7,MAYA,CUMMINGS,ROCKEYMOORE,,BLACK,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,7,GARY,SCHUMAN,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,7,CHARLES,SMITH,,,BLACK,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,7,HARRY,SPIKES,,,BLACK,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,7,CHARLES,STOKES,,,NOT_FOUND,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,7,JEFFREY,WOODARD,,,BLACK,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,8,JAMIE,RASKIN,,,WHITE,MAN,WON,YES,YES,,,
DEMOCRATIC,6/2/2020,MD,8,MARCIA,MORGAN,,,NOT_FOUND,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MD,8,UTAM,PAUL,,,ASIAN,MAN,LOST,YES,NO,,,https://x.com/utam_paul
DEMOCRATIC,6/2/2020,MD,8,LIH,YOUNG,,,ASIAN,WOMAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,MD,1,ANDREW,HARRIS,,,WHITE,MAN,WON,YES,YES,,,
REPUBLICAN,6/2/2020,MD,1,JORGE,DELGADO,,,WHITE,MAN,LOST,YES,NO,,,https://www.youtube.com/watch?v=dJJcFIlgMWQ
REPUBLICAN,6/2/2020,MD,2,SCOTT,COLLIER,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,MD,2,TIM,FAZENBAKER,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,MD,2,RICK,IMPALLARIA,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,MD,2,GENEVIEVE,MORRIS,,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,MD,2,JOHNNY,SALLING,RAY,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,6/2/2020,MD,2,JIM,SIMPSON,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,MD,2,BLAINE,TAYLOR,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,MD,3,CHARLES,ANTHONY,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,6/2/2020,MD,3,THOMAS,HARRIS,,,BLACK,MAN,LOST,YES,NO,,,https://justfacts.votesmart.org/candidate/biography/101880/thomas-harris
REPUBLICAN,6/2/2020,MD,3,REBA,HAWKINS,,,BLACK,WOMAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,MD,3,JOSHUA,MORALES,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,MD,3,ROB,SEYFFERTH,,,NOT_FOUND,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,MD,4,NNABU,EZE,,,BLACK,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,MD,4,ERIC,LOEB,,,WHITE,MAN,LOST,YES,NO,,,https://more4md4.org/
REPUBLICAN,6/2/2020,MD,4,GEORGE,MCDERMOTT,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,6/2/2020,MD,5,BRYAN,CUBERO,DUVAL,,HISPANIC,MAN,LOST,YES,NO,,,https://www.somdnews.com/enterprise/news/local/gop-for-5th-congressional-district-answer-questions/article_ca1fdf8a-a10f-54b2-9d32-78ec07910695.html
REPUBLICAN,6/2/2020,MD,5,LEE,HAVIS,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,MD,5,KENNETH,LEE,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,MD,5,CHRIS,PALOMBI,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,6/2/2020,MD,5,DOUGLAS,SAYERS,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,MD,6,KEVIN,CALDWELL,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,MD,6,CHRIS,MEYYUR,,,ASIAN,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,MD,6,NEIL,PARROTT,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,6/2/2020,MD,7,RAY,BLY,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,MD,7,BRIAN,BROWN,,,NOT_FOUND,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,MD,7,KIM,KLACIK,,,BLACK,WOMAN,WON,YES,NO,,,
REPUBLICAN,6/2/2020,MD,7,M.J.,MADWOLF,,,NOT_FOUND,NOT_FOUND,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,MD,7,ELIZABETH,MATORY,,,BLACK,WOMAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,MD,7,WILLIAM,NEWTON,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,MD,8,GREGORY,COLL,,,WHITE,MAN,WON,YES,NO,,,
REPUBLICAN,6/2/2020,MD,8,BRIDGETTE,COOPER,,,BLACK,WOMAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,MD,8,NICHOLAS,GLADDEN,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,MD,8,PATRICIA,ROGERS,,,BLACK,WOMAN,LOST,YES,NO,,,https://www.facebook.com/PatriciaRogersforCongress/
REPUBLICAN,6/2/2020,MD,8,SHELLY,SKOLNICK,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,MD,8,MICHAEL,YADETA,,,BLACK,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,MT,1,KATHLEEN,WILLIAMS,,,WHITE,WOMAN,WON,YES,NO,AT-LARGE DISTRICT,,
DEMOCRATIC,6/2/2020,MT,1,TOM,WINTER,,,WHITE,MAN,LOST,YES,NO,AT-LARGE DISTRICT,,
REPUBLICAN,6/2/2020,MT,1,MATT,ROSENDALE,,,WHITE,MAN,WON,YES,NO,AT-LARGE DISTRICT,,
REPUBLICAN,6/2/2020,MT,1,COREY,STAPLETON,,,WHITE,MAN,LOST,YES,NO,AT-LARGE DISTRICT,,
REPUBLICAN,6/2/2020,MT,1,DEBRA,LAMM,,,WHITE,WOMAN,LOST,YES,NO,AT-LARGE DISTRICT,,
REPUBLICAN,6/2/2020,MT,1,JOE,DOOLING,,,WHITE,MAN,LOST,YES,NO,AT-LARGE DISTRICT,,
REPUBLICAN,6/2/2020,MT,1,MARK,MCGINLEY,,,WHITE,MAN,LOST,YES,NO,AT-LARGE DISTRICT,,
REPUBLICAN,6/2/2020,MT,1,JOHN,EVANKOVICH,,,NOT_FOUND,MAN,LOST,YES,NO,AT-LARGE DISTRICT,,
DEMOCRATIC,6/2/2020,NM,1,DEBRA,HAALAND,,,OTHER,WOMAN,WON,NO,YES,NATIVE AMERICAN,,
DEMOCRATIC,6/2/2020,NM,2,XOCHITL,SMALL,TORRES,,HISPANIC,WOMAN,WON,NO,YES,,,
DEMOCRATIC,6/2/2020,NM,3,JOHN,BLAIR,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,NM,3,TERESA,FERNANDEZ,LEGER,,HISPANIC,WOMAN,WON,YES,NO,,,
DEMOCRATIC,6/2/2020,NM,3,LAURA,MONTOYA,,,HISPANIC,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,NM,3,VALERIE,PLAME,,,WHITE,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,NM,3,JOSEPH,SANCHEZ,,,HISPANIC,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,NM,3,MARCO,SERNA,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,NM,3,KYLE,TISDEL,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,NM,1,MICHELLE,HOLMES,GARCIA,,HISPANIC,WOMAN,WON,YES,NO,,,
REPUBLICAN,6/2/2020,NM,1,BRETT,KOKINADIS,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,NM,1,JARED,DUSSEN,VANDER,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,NM,2,CLAIRE,CHASE,,,WHITE,WOMAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,NM,2,YVETTE,HERRELL,,,WHITE,WOMAN,WON,YES,NO,,,
REPUBLICAN,6/2/2020,NM,2,CHRIS,MATHYS,,,WHITE,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,NM,3,KAREN,BEDONIE,,,ASIAN,WOMAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,NM,3,ALEXIS,JOHNSON,MARTINEZ,,HISPANIC,WOMAN,WON,YES,NO,,,
REPUBLICAN,6/2/2020,NM,3,HARRY,MONTOYA,,,HISPANIC,MAN,LOST,YES,NO,,,
REPUBLICAN,6/2/2020,NM,3,ANGELA,MORALES,GALE,,WHITE,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,PA,1,CHRISTINA,FINELLO,,,WHITE,WOMAN,WON,YES,NO,,,
DEMOCRATIC,6/2/2020,PA,1,SKYLAR,HURWITZ,,,WHITE,MAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,PA,2,BRENDAN,BOYLE,,,WHITE,MAN,WON,NO,YES,,,
DEMOCRATIC,6/2/2020,PA,3,DWIGHT,EVANS,,,BLACK,MAN,WON,NO,YES,,,
DEMOCRATIC,6/2/2020,PA,4,MADELEINE,DEAN,,,WHITE,WOMAN,WON,NO,YES,,,
DEMOCRATIC,6/2/2020,PA,5,MARY,SCANLON,GAY,,WHITE,WOMAN,WON,NO,YES,,,
DEMOCRATIC,6/2/2020,PA,6,CHRISSY,HOULAHAN,,,WHITE,WOMAN,WON,NO,YES,,,
DEMOCRATIC,6/2/2020,PA,7,SUSAN,WILD,,,WHITE,WOMAN,WON,NO,YES,,,
DEMOCRATIC,6/2/2020,PA,8,MATT,CARTWRIGHT,,,WHITE,MAN,WON,NO,YES,,,
DEMOCRATIC,6/2/2020,PA,9,LAURA,QUICK,,,WHITE,WOMAN,LOST,YES,NO,,,
DEMOCRATIC,6/2/2020,PA,9,GARY,WEGMAN,,,WHITE,MAN,WON,YES,NO,,,
DEMOCRATIC,6/2/2020,PA,10,TOM,BRIER,,,WHITE,MAN,LOST,YES,NO,,,
